,tweets,sentiment,subjectivity,type
1207, Via Jewish Insider:will no longer run ads againstin the 2020 primary election.Bernie Bros…,0.2,0.25,Positive
1130,Translation:#NYTimes wants #Buttigieg in #Election2020 ,0.2,0.1,Positive
2285,"I have a dream &amp; to be precise, 50.6% of the American population shares that dream with me.#Warren2020… ",0.2,0.4,Positive
1464, #Election2020 So much talk about what Intelligence says about (cont) ,0.2,0.2,Positive
1764,"Get news, reminders, voting dates, and resources fromdelivered straight to your inbox so you can impa… ",0.2,0.4,Positive
130, #BWFWarren on the ground in Reno! Check it out. Thanks tofor going on the road for us in support of …,0.2,0.2,Positive
1," Democrat frontrunner Michael Bloomberg says he wants to make the whole country ""behave"" while dressed as Mary Poppins.Wel…",0.2,0.25,Positive
1625,Smerconish:'Are superdelegates really undemocratic?'via#Election2020 #Elections,0.2,0.2,Positive
506," Maybe I don’t want #Bloomberg for President, but I really appreciate his ad campaigns which help all Democratic candidate…",0.2,0.2,Positive
2284,"I have a dream &amp; to be precise, 50.6% of the American population shares that dream with me.#Warren2020… ",0.2,0.4,Positive
1906,2020 Presidential Election News Update🗞:More departures expected at nation's top intelligence office… ,0.2,0.45,Positive
1119,"Vote Trump, get Trump.Vote , get #Trump.What #Russia wants, Russia gets. can…",0.2,0.1,Positive
763,2020 Presidential Election News Update🗞:Washington Post: Trump wants to block Bolton's book over claims of classif… ,0.2,0.1,Positive
405," Please forgive me for soliciting free legal advice, but is it possible for citizens to go to court and fo… ",0.20000000000000004,0.6666666666666666,Positive
533,"Media and the DNC are winning, look at the #propaganda going around. The article is unsourced with real evidence an… ",0.20000000000000004,0.3833333333333333,Positive
137,"Although healthcare expenditures per capita are higher in the USA than in any other country, more than 37 million A… ",0.20833333333333334,0.4583333333333333,Positive
37,"RT _:Thanks, all, for such a stirring discussion—and lots of cool data too! #DataScience #Vo…",0.2125,0.45,Positive
178,"Yup, she’s that smart.",0.21428571428571427,0.6428571428571429,Positive
1344,Smart Woman,0.21428571428571427,0.6428571428571429,Positive
809,IMHO — I don’t think the public can be so easily manipulated. This is just the artful work… ,0.21666666666666667,0.45,Positive
1116, Tonight's live show will be a fun one as we tackle the circus that was Wednesday's democratic debate. #Election2020 h…,0.21818181818181817,0.35,Positive
1754, #WakeUpAmericaAre DemocRats Mathematically Challenged?Do they really think life will be better under Socialism?Dupe…,0.2333333333333333,0.2333333333333333,Positive
2211, #WakeUpAmericaAre DemocRats Mathematically Challenged?Do they really think life will be better under Socialism?Dupe…,0.2333333333333333,0.2333333333333333,Positive
1998, #WakeUpAmericaAre DemocRats Mathematically Challenged?Do they really think life will be better under Socialism?Dupe…,0.2333333333333333,0.2333333333333333,Positive
2114, #WakeUpAmericaAre DemocRats Mathematically Challenged?Do they really think life will be better under Socialism?Dupe…,0.2333333333333333,0.2333333333333333,Positive
2096, #WakeUpAmericaAre DemocRats Mathematically Challenged?Do they really think life will be better under Socialism?Dupe…,0.2333333333333333,0.2333333333333333,Positive
2095, #WakeUpAmericaAre DemocRats Mathematically Challenged?Do they really think life will be better under Socialism?Dupe…,0.2333333333333333,0.2333333333333333,Positive
1707,#WakeUpAmericaAre DemocRats Mathematically Challenged?Do they really think life will be better under Socialism?… ,0.2333333333333333,0.2333333333333333,Positive
2191, #WakeUpAmericaAre DemocRats Mathematically Challenged?Do they really think life will be better under Socialism?Dupe…,0.2333333333333333,0.2333333333333333,Positive
2127, #WakeUpAmericaAre DemocRats Mathematically Challenged?Do they really think life will be better under Socialism?Dupe…,0.2333333333333333,0.2333333333333333,Positive
2193, #WakeUpAmericaAre DemocRats Mathematically Challenged?Do they really think life will be better under Socialism?Dupe…,0.2333333333333333,0.2333333333333333,Positive
2178, #WakeUpAmericaAre DemocRats Mathematically Challenged?Do they really think life will be better under Socialism?Dupe…,0.2333333333333333,0.2333333333333333,Positive
2017, #WakeUpAmericaAre DemocRats Mathematically Challenged?Do they really think life will be better under Socialism?Dupe…,0.2333333333333333,0.2333333333333333,Positive
2121, #WakeUpAmericaAre DemocRats Mathematically Challenged?Do they really think life will be better under Socialism?Dupe…,0.2333333333333333,0.2333333333333333,Positive
1745, #WakeUpAmericaAre DemocRats Mathematically Challenged?Do they really think life will be better under Socialism?Dupe…,0.2333333333333333,0.2333333333333333,Positive
2077, #WakeUpAmericaAre DemocRats Mathematically Challenged?Do they really think life will be better under Socialism?Dupe…,0.2333333333333333,0.2333333333333333,Positive
2087, #WakeUpAmericaAre DemocRats Mathematically Challenged?Do they really think life will be better under Socialism?Dupe…,0.2333333333333333,0.2333333333333333,Positive
2166, #WakeUpAmericaAre DemocRats Mathematically Challenged?Do they really think life will be better under Socialism?Dupe…,0.2333333333333333,0.2333333333333333,Positive
434, #WakeUpAmericaAre DemocRats Mathematically Challenged?Do they really think life will be better under Socialism?Dupe…,0.2333333333333333,0.2333333333333333,Positive
2219, #WakeUpAmericaAre DemocRats Mathematically Challenged?Do they really think life will be better under Socialism?Dupe…,0.2333333333333333,0.2333333333333333,Positive
1959, #WakeUpAmericaAre DemocRats Mathematically Challenged?Do they really think life will be better under Socialism?Dupe…,0.2333333333333333,0.2333333333333333,Positive
1958, #WakeUpAmericaAre DemocRats Mathematically Challenged?Do they really think life will be better under Socialism?Dupe…,0.2333333333333333,0.2333333333333333,Positive
2137, #WakeUpAmericaAre DemocRats Mathematically Challenged?Do they really think life will be better under Socialism?Dupe…,0.2333333333333333,0.2333333333333333,Positive
615,"#KAG2020 #Election2020 ""Are you excited too much over #ElectionIntegrity-mania? So, chill on this new sonic, relaxi… ",0.2371212121212121,0.4681818181818182,Positive
161, Understand The Party Line. Download A Petition And Get Five Signatures.Be Your Own Leader. Petitions are due in by…,0.2375,0.6875,Positive
1023,"Great to watchdestroy , but doesn't mean she can do it to . Trump lacks the… ",0.24375000000000002,0.71875,Positive
1053," Great to watchdestroy , but doesn't mean she can do it to . Trump lacks the traces…",0.24375000000000002,0.71875,Positive
2130,"""The Vermont lawmaker has attracted a following of celebrities across music and Hollywood as some of his most vocal… ",0.25,0.3,Positive
71,"#Election2020 I don't care who unfollows, mutes or blocks me, it won't be the first account I've lost either. I'm… ",0.25,0.3333333333333333,Positive
1918,I joined Twitter to monitor the #SchoolChoice battle. I have been sucked into the political side; I am okay with th… ,0.25,0.3,Positive
700, 'The American people cared.' Top lines from Judge Amy Berman Jackson during the Roger Stone sentencing …,0.25,0.25,Positive
576,Please remember that WE did take the house back in 2018 -so please make sure that you cast… ,0.25,0.4444444444444444,Positive
1106,RT : BREAKING: Liberal journalist ejected from Trump Rally. A first amendment violation by a fascist regime.…,0.25,0.3333333333333333,Positive
143, Ok yeah he’s has already surpassed the total sum of Obama’s 2012 spending. Bloomberg entered in November. ...,0.25,0.625,Positive
371, Non-disclosures are not always sexual harassment only. I worked as SP Mg… ,0.25,0.9166666666666667,Positive
469,"Would you be satisfied if Dems nominated Sanders, kept the House, took the Senate but lost the White House?… ",0.25,0.5,Positive
1664,"Guess what day it is! It’s the day to vote in the Nevada caucus! This caucus is very crucial, so make sure to cast… ",0.25,0.9444444444444444,Positive
124,#Election2020 Candidate most likely to beat Trump is... Trumpvia ,0.25,0.75,Positive
1666," Sure. But to be specific, it’s#Kahanist#Israel NOT #RussianInterferenc…",0.25,0.5069444444444444,Positive
614,"Sure. But to be specific, it’s#Kahanist#Israel NOT… ",0.25,0.5069444444444444,Positive
875,"#Election2020 I don't care who unfollows, mutes or blocks me, it won't be the first account I've lost either. I'm… ",0.25,0.3333333333333333,Positive
1250,The latest The Journal of Corporate Culture!Thanks to… ,0.25,0.45,Positive
1639, Ok yeah he’s has already surpassed the total sum of Obama’s 2012 spending. Bloomberg entered in November. ... …,0.25,0.625,Positive
2119,"Get ready America! Coming Nov.2020 Trump vs. Clinton 2: Electoral Boogaloo.” The stage is set, will the players mak… ",0.25,0.5,Positive
62, &gt;You’re an embarrassment to women everywhere supporting a man who evades accountability using the E… ,0.25,0.25,Positive
645,This is why we have Trump in the first place 🤷‍♀️🌺Tulsi taking on the #DNCInterference and HRC and finally… ,0.25,0.3333333333333333,Positive
1198,"Interesting,it looks like your support of the NRA is more recent than Bernie's.Do you drop out no… ",0.25,0.375,Positive
1037, Please remember that WE did take the house back in 2018 -so please make sure that you cast your vot…,0.25,0.4444444444444444,Positive
221, Early voting for the March 3 presidential #primary kicks off Monday in cities and towns across Massachusetts. https://…,0.25,0.4,Positive
1660, It wasn't that long ago America used to travel the globe helping other nations conduct safe and fair ele… ,0.25625,0.54375,Positive
1194," And the award for ""Most Ironic tweet of 2020 so far"" goes to...#TrumpsBrigade #MAGAmillions #CC2020C #TWGRP #akgop #El…",0.26666666666666666,0.7999999999999999,Positive
692," And the award for ""Most Ironic tweet of 2020 so far"" goes to...#TrumpsBrigade #MAGAmillions #CC2020C #TWGRP #akgop #El…",0.26666666666666666,0.7999999999999999,Positive
697," And the award for ""Most Ironic tweet of 2020 so far"" goes to...#TrumpsBrigade #MAGAmillions #CC2020C #TWGRP #akgop #El…",0.26666666666666666,0.7999999999999999,Positive
1183," And the award for ""Most Ironic tweet of 2020 so far"" goes to...#TrumpsBrigade #MAGAmillions #CC2020C #TWGRP #akgop #El…",0.26666666666666666,0.7999999999999999,Positive
1200, Now now now Rudy ... you really think MSM + Deep State Cabal would investigate one of their own ? 🤔😂… ,0.26666666666666666,0.5333333333333333,Positive
541," And the award for ""Most Ironic tweet of 2020 so far"" goes to...#TrumpsBrigade #MAGAmillions #CC2020C #TWGRP #akgop #El…",0.26666666666666666,0.7999999999999999,Positive
318," And the award for ""Most Ironic tweet of 2020 so far"" goes to...#TrumpsBrigade #MAGAmillions #CC2020C #TWGRP #akgop #El…",0.26666666666666666,0.7999999999999999,Positive
